Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Calories_Burned (kcal),Gender_Male,Workout_Type_HIIT,Workout_Type_Mixed,Workout_Type_Strength,Workout_Type_Yoga,Cluster
43,82.5,1.69,181.0,146.0,63.0,1.32,18.8,4.1,5,3,29.0,459.6,True,False,False,True,False,1
31,59.5,1.66,191.0,154.0,85.0,0.51,23.2,2.3,3,0,21.5,138.3,True,False,False,False,False,0
58,66.0,1.76,155.0,134.0,72.0,0.48,28.5,3.8,3,0,21.4,189.3,True,False,True,False,False,2
53,64.0,1.63,160.0,146.0,65.0,1.1,15.9,3.8,7,3,24.2,570.2,True,True,False,False,False,1
40,66.3,1.65,189.0,154.0,72.0,0.91,21.5,4.1,5,1,24.3,253.7,True,False,False,True,False,0
23,61.5,1.75,204.0,164.0,70.0,0.94,16.6,3.7,7,2,20.2,243.3,False,False,False,True,False,1
22,64.7,1.68,199.0,141.0,69.0,0.88,15.1,3.8,4,2,23.0,94.6,True,False,False,False,True,1
42,63.7,1.87,179.0,149.0,61.0,0.87,21.9,4.0,7,2,18.2,330.6,True,False,True,False,False,1
35,89.0,1.75,184.0,169.0,85.0,0.89,32.4,3.6,3,0,29.1,638.5,False,True,False,False,False,0
30,54.7,1.74,184.0,146.0,59.0,0.92,21.9,3.6,3,1,18.0,210.2,False,False,False,True,False,0
31,50.5,1.68,193.0,145.0,56.0,1.21,12.3,3.1,5,3,18.0,277.9,True,False,False,False,False,1
45,80.4,1.77,174.0,159.0,73.0,0.83,21.9,4.0,4,1,25.7,539.8,False,True,False,False,False,0
35,51.7,1.65,189.0,152.0,66.0,1.11,20.5,3.4,4,2,19.1,240.7,False,False,False,True,False,1
45,64.2,1.71,173.0,157.0,66.0,0.55,14.8,2.8,7,2,22.0,285.3,True,True,False,False,False,1
44,61.2,1.59,178.0,153.0,79.0,0.36,26.5,3.9,2,0,24.3,131.7,False,False,True,False,False,2
49,85.0,1.78,169.0,144.0,71.0,0.51,31.1,4.1,3,0,26.7,258.3,True,False,True,False,False,2
26,67.5,1.71,194.0,157.0,69.0,0.99,17.1,4.1,6,2,23.1,282.3,True,False,False,True,False,1
57,104.9,1.88,167.0,144.0,74.0,0.37,17.7,3.6,3,0,31.1,244.6,True,False,True,False,False,2
49,86.6,1.9,168.0,147.0,82.0,0.82,19.5,4.1,3,0,24.0,429.4,False,False,True,False,False,2
37,88.7,1.76,193.0,133.0,58.0,1.42,19.1,4.6,7,3,28.8,209.9,False,False,False,False,True,1
45,71.5,1.69,172.0,157.0,72.0,0.67,25.0,2.9,5,1,25.1,386.8,True,True,False,False,False,2
50,81.8,1.59,171.0,155.0,63.0,1.34,20.0,3.7,6,3,32.5,719.45,True,True,False,False,False,1
21,88.5,1.77,205.0,186.0,80.0,0.78,30.0,2.7,2,0,28.2,556.1,False,True,False,False,False,0
51,69.9,1.7,176.0,160.0,70.0,0.57,15.0,2.5,3,1,24.2,321.4,True,True,False,False,False,2
20,79.7,1.73,202.0,144.0,74.0,0.7,23.0,3.5,2,0,26.5,91.5,False,False,False,False,True,0
43,78.8,1.85,178.0,162.0,71.0,1.05,33.2,4.0,3,0,23.0,668.5,False,True,False,False,False,0
25,58.5,1.6,195.0,162.0,62.0,1.4,20.0,4.7,7,3,22.9,492.6,False,False,True,False,False,1
23,47.3,1.59,204.0,169.0,66.0,0.63,26.2,4.2,3,0,18.8,177.9,False,False,True,False,False,0
33,57.0,1.66,192.0,163.0,77.0,0.67,28.7,4.3,2,0,20.8,228.5,False,False,True,False,False,0
41,100.1,1.76,184.0,149.0,67.0,1.01,16.0,3.7,4,2,32.2,425.1,False,False,False,True,False,1
56,57.8,1.74,172.0,148.0,74.0,1.02,12.5,5.0,4,2,19.2,356.1,True,False,True,False,False,1
47,54.1,1.59,175.0,134.0,57.0,1.06,8.0,3.3,7,3,21.4,261.9,True,False,False,False,False,1
30,72.8,1.76,188.0,138.0,76.0,0.86,27.7,3.8,2,0,23.6,104.0,False,False,False,False,True,2
22,57.8,1.56,200.0,156.0,76.0,0.67,27.6,2.6,3,0,23.8,174.9,False,False,False,False,False,0
42,65.1,1.6,178.0,150.0,64.0,0.9,20.0,4.6,3,1,25.5,353.6,True,False,True,False,False,1
37,61.6,1.67,182.0,132.0,70.0,0.67,22.4,3.2,3,1,22.1,68.5,True,False,False,False,True,2
35,68.1,1.62,183.0,131.0,68.0,0.68,20.8,3.4,2,0,25.8,76.1,True,False,False,False,True,2
35,89.4,1.77,188.0,172.0,80.0,0.82,27.0,2.9,3,0,28.6,593.3,True,True,False,False,False,0
19,84.9,1.71,204.0,143.0,68.0,0.76,18.5,3.9,5,2,29.1,106.7,True,False,False,False,True,1
27,79.0,1.86,190.0,159.0,67.0,1.08,19.2,4.8,4,2,22.9,510.5,True,False,True,False,False,1
29,72.5,1.66,193.0,150.0,72.0,0.49,25.9,2.2,2,0,26.4,160.3,True,False,False,False,False,0
30,54.0,1.67,198.0,139.0,67.0,1.04,9.2,4.8,7,3,19.4,92.6,True,False,False,False,True,1
28,68.5,1.8,188.0,170.0,70.0,0.62,27.1,3.3,2,0,21.1,341.9,False,True,False,False,False,0
36,53.9,1.67,191.0,158.0,60.0,0.97,17.7,4.0,5,3,19.3,312.9,True,False,True,False,False,1
52,79.7,1.83,164.0,147.0,55.0,1.1,17.6,3.3,6,3,23.8,703.0,False,True,False,False,False,1
56,61.8,1.73,166.0,151.0,69.0,0.73,19.8,3.1,3,1,20.6,362.3,True,True,False,False,False,2
43,37.8,1.45,168.0,127.0,76.0,0.92,23.4,4.4,5,1,18.0,57.8,True,False,False,False,True,2
31,72.6,1.8,192.0,175.0,77.0,0.86,24.1,3.2,2,0,22.5,505.5,True,True,False,False,False,0
41,56.5,1.77,178.0,125.0,60.0,1.17,14.1,4.3,7,2,18.0,109.2,True,False,False,False,True,1
58,92.4,1.78,153.0,141.0,72.0,1.03,21.4,3.3,2,0,29.3,719.45,True,True,False,False,False,2
18,48.3,1.49,200.0,160.0,68.0,1.01,23.3,4.1,4,1,21.8,204.0,False,False,False,True,False,0
39,72.8,1.61,190.0,159.0,66.0,0.76,16.6,4.1,5,1,27.9,332.0,True,False,True,False,False,1
40,57.9,1.62,183.0,135.0,76.0,0.25,18.3,2.7,3,0,22.0,23.9,False,False,False,False,True,2
36,49.0,1.6,185.0,133.0,71.0,1.38,12.5,5.1,6,3,19.2,110.3,False,False,False,False,True,1
35,98.7,1.85,188.0,156.0,62.0,0.89,18.6,4.3,7,2,28.7,524.3,True,False,True,False,False,1
29,68.6,1.68,196.0,146.0,85.0,0.51,23.9,3.8,2,0,24.4,57.7,False,False,False,False,True,0
45,88.7,1.68,183.0,154.0,70.0,0.64,18.2,4.0,4,1,31.5,337.6,True,False,True,False,False,2
45,66.6,1.74,174.0,138.0,72.0,0.42,12.8,2.5,3,1,22.1,126.7,True,False,False,False,False,2
50,67.0,1.74,173.0,139.0,61.0,1.21,14.2,3.7,5,3,22.2,338.8,True,False,False,True,False,1
36,58.9,1.45,186.0,132.0,67.0,0.64,30.5,3.9,3,0,28.0,61.8,False,False,False,False,True,2
45,73.2,1.62,176.0,136.0,62.0,1.23,15.3,3.0,7,3,28.0,409.1,True,False,False,False,False,1
54,58.3,1.54,165.0,134.0,63.0,0.87,28.9,3.2,3,0,24.6,211.8,False,False,False,True,False,2
43,103.5,1.72,185.0,169.0,76.0,0.25,24.1,2.9,2,0,34.95,209.7,True,True,False,False,False,0
52,62.4,1.65,169.0,138.0,66.0,1.25,17.5,4.4,4,2,22.9,327.1,True,False,False,True,False,1
51,53.5,1.68,163.0,120.0,67.0,0.72,24.0,3.8,2,0,18.9,63.8,False,False,False,False,True,2
52,43.3,1.47,153.0,140.0,60.0,1.1,22.5,3.7,7,3,20.0,389.2,False,True,False,False,False,1
57,62.3,1.65,168.0,154.0,74.0,0.56,34.0,3.2,3,0,22.9,282.1,False,True,False,False,False,2
33,96.5,1.79,185.0,141.0,59.0,1.27,24.8,4.0,6,3,30.1,558.3,False,False,False,False,False,1
55,77.1,1.82,164.0,138.0,59.0,1.29,16.3,5.1,6,3,23.3,598.6,False,False,True,False,False,1
30,92.9,1.75,192.0,147.0,62.0,0.83,15.4,3.2,7,2,30.3,352.9,False,False,False,False,False,1
40,61.6,1.55,192.0,174.0,70.0,0.8,22.0,4.3,4,1,25.7,399.1,True,True,False,False,False,0
39,92.4,1.81,188.0,154.0,74.0,0.67,28.2,3.0,3,1,28.3,260.7,False,False,False,True,False,0
33,78.5,1.75,186.0,133.0,69.0,0.78,20.8,3.3,4,1,25.5,100.5,True,False,False,False,True,2
45,71.0,1.67,179.0,137.0,60.0,1.04,14.0,2.8,5,3,25.5,334.5,True,False,False,False,False,1
52,59.0,1.48,165.0,152.0,78.0,0.62,20.3,3.5,3,0,27.0,295.6,True,True,False,False,False,2
25,68.5,1.78,199.0,164.0,81.0,0.69,22.6,4.2,3,1,21.7,199.5,True,False,False,True,False,0
39,57.2,1.62,177.0,159.0,59.0,1.27,16.7,3.8,7,3,21.8,584.8,True,True,False,False,False,1
38,74.7,1.71,183.0,140.0,61.0,0.52,24.7,2.0000000000000004,3,1,25.4,176.1,False,False,False,False,False,2
43,90.4,1.69,178.0,150.0,66.0,0.61,15.2,4.3,3,1,31.8,330.9,True,False,True,False,False,2
57,60.5,1.83,158.0,145.0,73.0,0.96,20.0,3.2,5,1,18.0,467.4,True,True,False,False,False,2
38,50.0,1.67,179.0,146.0,68.0,1.37,13.3,4.4,5,3,18.0,288.8,True,False,False,True,False,1
42,64.6,1.68,167.0,153.0,70.0,0.9,33.6,3.4,3,0,22.9,472.6,False,True,False,False,False,2
58,95.0,1.84,160.0,125.0,60.0,1.06,18.6,3.2,6,3,28.1,458.2,False,False,False,False,False,1
18,63.1,1.61,205.0,147.0,75.0,0.25,19.9,3.4,2,0,24.2,26.2,False,False,False,False,True,0
23,60.0,1.76,205.0,140.0,61.0,0.84,27.3,3.4,6,2,19.3,83.0,False,False,False,False,True,1
40,67.0,1.66,187.0,172.0,83.0,0.5,22.9,2.1,2,0,24.3,272.3,True,True,False,False,False,0
40,44.9,1.58,178.0,134.0,81.0,0.81,28.2,4.0,3,0,18.0,59.6,False,False,False,False,True,2
40,74.8,1.68,180.0,129.0,67.0,1.08,12.5,4.5,4,2,26.5,133.0,True,False,False,False,True,1
49,69.6,1.75,171.0,124.0,68.0,0.89,23.1,4.0,3,1,22.8,101.0,False,False,False,False,True,2
47,78.0,1.82,172.0,138.0,75.0,0.4,26.6,2.4,5,1,23.7,141.8,False,False,False,False,False,2
30,85.9,1.83,195.0,164.0,73.0,0.94,25.6,4.4,3,1,25.7,481.8,False,False,True,False,False,0
35,67.6,1.65,182.0,142.0,68.0,0.93,22.7,3.0,4,1,24.8,285.7,False,False,False,False,False,2
40,54.6,1.58,187.0,150.0,80.0,0.5,32.7,2.6,2,0,21.8,125.0,True,False,False,False,False,0
32,76.4,1.65,189.0,161.0,77.0,0.4,27.6,3.8,3,0,28.1,183.4,False,False,True,False,False,0
50,66.3,1.56,164.0,133.0,62.0,0.66,18.0,3.4,4,1,27.2,182.8,True,False,False,True,False,2
38,49.5,1.66,182.0,148.0,70.0,0.57,24.7,3.0,3,0,18.0,117.9,True,False,False,True,False,0
56,62.5,1.65,166.0,141.0,63.0,0.94,21.4,4.6,3,1,23.1,355.9,True,False,True,False,False,2
40,60.5,1.75,185.0,145.0,70.0,1.03,14.3,2.7,4,2,19.7,284.5,True,False,False,False,False,1
44,40.3,1.46,180.0,150.0,61.0,1.08,21.2,4.9,5,2,18.9,260.4,True,False,True,False,False,1
35,67.5,1.61,183.0,150.0,73.0,0.48,21.8,3.3,4,1,26.1,136.1,True,False,False,True,False,0
41,57.7,1.61,176.0,153.0,81.0,1.08,22.5,4.3,5,1,22.3,377.8,True,False,True,False,False,2
57,75.8,1.8,172.0,148.0,79.0,0.5,26.1,3.8,2,0,23.4,225.0,False,False,True,False,False,2
59,52.5,1.57,161.0,130.0,58.0,1.14,12.7,3.7,7,3,21.3,251.0,True,False,False,True,False,1
24,73.9,1.7,190.0,135.0,66.0,0.68,25.2,3.4,3,1,25.5,83.9,False,False,False,False,True,0
37,74.3,1.67,180.0,153.0,73.0,0.62,26.1,4.1,3,0,26.7,275.5,False,False,True,False,False,0
44,104.0,1.78,166.0,152.0,70.0,0.81,25.8,3.4,3,0,32.7,683.6,True,True,False,False,False,2
23,70.4,1.74,189.0,150.0,59.0,0.94,19.6,3.7,5,2,23.3,277.9,True,False,False,True,False,1
44,52.1,1.69,173.0,141.0,66.0,0.77,21.2,3.3,4,1,18.2,168.7,False,False,False,True,False,2
26,58.0,1.62,190.0,173.0,78.0,0.77,24.7,3.3,2,0,22.0,359.9,False,True,False,False,False,0
48,61.2,1.49,169.0,138.0,67.0,0.85,14.2,3.2,5,1,27.4,217.3,True,False,False,True,False,2
38,60.8,1.7,186.0,143.0,64.0,0.56,10.7,2.7,6,2,20.9,154.3,True,False,False,False,False,1
43,54.3,1.73,181.0,150.0,77.0,0.47,25.4,2.8,2,0,18.1,107.5,False,False,False,True,False,2
57,48.7,1.52,157.0,145.0,74.0,0.96,21.2,3.6,4,1,21.0,379.9,False,True,False,False,False,2
30,53.0,1.56,199.0,159.0,65.0,0.74,26.4,3.3,2,0,21.9,165.1,True,False,False,True,False,0
40,57.2,1.71,181.0,129.0,66.0,0.67,31.4,3.6,3,0,19.7,63.0,False,False,False,False,True,2
37,73.1,1.71,183.0,149.0,68.0,0.7,17.4,3.8,3,1,24.9,216.2,False,False,False,True,False,0
54,59.2,1.58,162.0,126.0,59.0,1.1,12.9,3.7,7,2,23.7,296.5,True,False,False,False,False,1
45,71.5,1.62,173.0,141.0,79.0,0.39,22.5,2.4,2,0,27.2,128.7,False,False,False,False,False,2
34,49.7,1.5,196.0,156.0,63.0,0.8,11.6,3.3,6,2,22.2,166.8,True,False,False,True,False,1
45,86.7,1.82,170.0,146.0,74.0,0.82,15.5,4.0,4,2,26.2,426.6,True,False,True,False,False,1
58,52.9,1.55,163.0,120.0,68.0,0.25,29.1,3.1,4,1,22.0,21.7,True,False,False,False,True,2
19,58.6,1.73,198.0,157.0,62.0,1.35,17.8,4.6,7,3,19.5,331.6,False,False,False,True,False,1
42,61.4,1.68,169.0,118.0,57.0,1.11,14.7,3.5,7,3,21.8,111.4,True,False,False,False,True,1
58,58.9,1.81,154.0,126.0,72.0,0.81,20.3,3.0,3,1,18.0,219.9,False,False,False,False,False,2
23,79.8,1.6,200.0,168.0,73.0,0.65,26.4,3.9,3,1,31.2,310.4,True,False,True,False,False,0
28,69.9,1.69,183.0,152.0,79.0,0.83,25.4,4.1,2,0,24.6,244.3,True,False,False,True,False,0
55,47.5,1.51,159.0,114.0,59.0,1.09,8.0,4.6,5,3,20.8,85.4,False,False,False,False,True,1
23,49.7,1.49,201.0,181.0,66.0,0.76,16.1,3.1,6,3,22.5,305.7,False,True,False,False,False,0
28,54.5,1.74,196.0,157.0,66.0,0.75,21.7,3.4,4,2,18.0,171.7,False,False,False,True,False,0
31,67.0,1.5,189.0,172.0,72.0,0.55,22.6,3.2,2,0,29.7,299.2,True,True,False,False,False,0
19,80.6,1.66,195.0,148.0,62.0,1.1,18.8,3.1,6,2,29.3,401.3,False,False,False,False,False,1
57,77.5,1.78,157.0,137.0,79.0,1.0,26.9,4.9,2,0,24.4,461.0,True,False,True,False,False,2
20,77.8,1.75,193.0,165.0,81.0,0.95,38.7,4.4,2,0,25.3,443.5,False,False,True,False,False,0
52,49.3,1.61,167.0,135.0,59.0,1.11,12.2,3.9,6,2,18.9,231.1,True,False,False,True,False,1
50,44.5,1.52,173.0,146.0,64.0,0.93,8.0,4.7,7,3,19.2,249.1,True,False,True,False,False,1
41,53.9,1.73,177.0,144.0,68.0,0.61,22.6,3.4,3,0,18.0,137.5,True,False,False,True,False,2
36,76.9,1.81,188.0,136.0,72.0,0.52,20.2,3.8,3,0,23.4,66.2,True,False,False,False,True,2
35,73.6,1.61,193.0,141.0,77.0,0.25,25.5,3.3,2,0,28.2,30.5,False,False,False,False,True,2
41,57.5,1.6,181.0,125.0,56.0,1.38,15.9,4.4,7,3,22.5,131.4,False,False,False,False,True,1
52,67.3,1.63,162.0,135.0,72.0,0.97,18.8,3.8,6,2,25.4,274.2,True,False,False,True,False,1
18,84.2,1.74,202.0,182.0,68.0,0.96,11.4,3.5,6,2,27.9,653.3,True,True,False,False,False,0
53,58.5,1.8,174.0,135.0,64.0,0.74,22.9,3.0,3,1,18.0,195.6,False,False,False,False,False,2
42,76.0,1.56,175.0,160.0,73.0,0.93,27.0,3.6,5,1,31.4,572.7,False,True,False,False,False,0
51,67.0,1.53,166.0,151.0,68.0,0.53,26.6,2.9,2,0,28.6,285.7,False,True,False,False,False,2
42,94.1,1.9,184.0,157.0,75.0,0.38,26.0,3.3,3,0,26.1,215.2,False,False,True,False,False,0
33,76.5,1.66,180.0,163.0,69.0,1.23,17.4,4.2,7,2,27.7,719.45,False,True,False,False,False,1
51,81.1,1.71,170.0,141.0,74.0,0.54,26.2,3.1,5,1,27.9,183.4,False,False,False,True,False,2
46,65.3,1.61,171.0,147.0,75.0,0.6,25.9,3.8,3,0,25.2,235.1,True,False,True,False,False,2
36,88.8,1.73,182.0,153.0,68.0,1.14,26.2,4.4,4,1,29.7,603.8,False,False,True,False,False,1
40,70.0,1.78,189.0,171.0,69.0,0.52,34.9,2.7,2,0,22.2,293.9,False,True,False,False,False,0
36,75.6,1.71,182.0,148.0,71.0,0.52,13.2,3.2,3,1,25.8,163.6,True,False,False,True,False,0
42,100.7,1.85,179.0,154.0,79.0,0.78,34.7,4.5,2,0,29.3,471.3,False,False,True,False,False,2
33,48.8,1.65,192.0,140.0,75.0,0.98,17.3,3.8,5,2,18.0,79.7,False,False,False,False,True,1
26,70.4,1.65,188.0,159.0,73.0,0.25,26.5,3.2,3,0,25.8,105.3,False,False,True,False,False,0
18,78.0,1.7,205.0,159.0,74.0,0.86,19.3,3.1,3,1,26.9,304.7,True,False,False,False,False,0
59,53.7,1.73,159.0,145.0,69.0,0.99,19.4,3.0,6,2,18.0,426.5,False,True,False,False,False,1
36,72.9,1.7,178.0,126.0,63.0,0.85,23.0,3.8,7,2,25.1,101.8,True,False,False,False,True,1
50,50.1,1.55,168.0,153.0,74.0,1.06,22.5,3.1,4,1,20.8,424.0,False,True,False,False,False,2
51,74.9,1.71,169.0,135.0,71.0,0.44,28.0,2.3,3,0,25.6,150.7,True,False,False,False,False,2
33,63.7,1.64,188.0,169.0,61.0,1.3,19.2,3.9,7,3,23.6,669.0,False,True,False,False,False,1
57,53.2,1.62,159.0,121.0,74.0,0.89,27.2,3.9,2,0,20.2,78.5,False,False,False,False,True,2
35,80.6,1.68,184.0,143.0,67.0,1.11,20.9,3.8,7,2,28.4,406.8,False,False,False,False,False,1
51,56.0,1.58,162.0,117.0,63.0,1.4,8.0,4.9,7,3,22.3,128.3,True,False,False,False,True,1
42,61.5,1.57,174.0,139.0,72.0,1.17,23.6,3.7,2,0,25.1,330.9,False,False,False,False,False,2
23,61.5,1.45,190.0,150.0,75.0,0.58,24.6,3.0,3,0,29.3,162.8,False,False,False,False,False,0
38,69.9,1.85,182.0,155.0,74.0,0.5,22.6,3.5,2,0,20.3,209.7,True,False,True,False,False,0
23,72.4,1.74,193.0,137.0,70.0,0.25,18.8,3.3,2,0,24.0,29.6,True,False,False,False,True,0
49,61.3,1.67,181.0,142.0,68.0,0.76,24.6,3.2,4,1,22.0,213.6,True,False,False,False,False,2
58,59.6,1.61,164.0,130.0,67.0,0.77,25.7,3.0,4,1,22.9,208.6,False,False,False,False,False,2
56,68.6,1.45,156.0,127.0,59.0,0.9,17.7,3.7,6,2,32.6,259.7,True,False,False,True,False,1
48,66.7,1.61,168.0,118.0,56.0,1.38,17.9,4.2,6,3,25.8,152.9,False,False,False,False,True,1
59,77.5,1.75,165.0,136.0,69.0,0.79,18.5,3.5,3,1,25.3,256.4,True,False,False,True,False,2
27,82.1,1.77,194.0,149.0,65.0,0.96,22.9,2.9,7,2,26.1,359.3,True,False,False,False,False,1
47,78.3,1.74,165.0,136.0,69.0,0.43,25.6,3.4,2,0,25.7,141.0,False,False,False,True,False,2
35,51.8,1.7,181.0,166.0,81.0,0.53,31.9,2.7,3,0,18.0,221.7,False,True,False,False,False,0
41,104.9,1.81,182.0,135.0,78.0,0.69,35.6,4.0,2,0,33.2,123.4,False,False,False,False,True,2
26,49.2,1.65,196.0,137.0,65.0,0.75,22.4,3.9,7,2,18.1,60.8,False,False,False,False,True,1
48,98.9,1.79,175.0,157.0,55.0,1.31,12.2,3.7,5,3,30.9,719.45,True,True,False,False,False,1
32,71.3,1.64,187.0,167.0,59.0,1.54,13.5,4.6,7,3,26.5,719.45,True,True,False,False,False,1
21,62.7,1.59,195.0,158.0,74.0,0.5,27.2,3.6,3,0,24.7,130.6,True,False,False,True,False,0
57,56.8,1.58,157.0,144.0,70.0,0.42,25.3,3.1,2,0,22.8,192.8,False,True,False,False,False,2
26,85.2,1.57,199.0,153.0,69.0,0.5,30.5,2.8,3,0,34.4,192.7,False,False,False,False,False,0
26,80.5,1.75,204.0,185.0,79.0,0.65,30.1,3.1,2,0,26.4,421.5,True,True,False,False,False,0
43,62.1,1.61,178.0,147.0,73.0,0.77,18.7,3.6,2,0,24.1,202.2,True,False,False,True,False,2
21,54.3,1.58,204.0,173.0,79.0,0.69,23.6,4.1,2,0,21.9,225.4,False,False,True,False,False,0
34,65.6,1.75,182.0,134.0,75.0,0.67,25.6,3.8,2,0,21.4,72.7,True,False,False,False,True,2
33,71.0,1.71,187.0,171.0,79.0,0.88,26.6,3.5,3,0,24.2,505.6,True,True,False,False,False,0
32,64.0,1.78,188.0,160.0,79.0,0.91,22.3,4.5,3,0,20.3,346.2,True,False,True,False,False,0
52,80.1,1.73,170.0,155.0,67.0,1.04,23.6,3.7,4,2,26.7,676.1,False,True,False,False,False,1
22,55.2,1.6,198.0,156.0,76.0,0.86,19.0,2.8,4,1,21.4,217.9,True,False,False,False,False,0
22,79.8,1.69,205.0,140.0,61.0,1.19,14.4,3.8,6,3,28.0,156.3,False,False,False,False,True,1
37,80.0,1.69,187.0,131.0,63.0,1.13,12.8,4.9,5,1,27.9,148.7,True,False,False,False,True,1
32,60.0,1.59,194.0,162.0,63.0,0.74,22.2,3.6,4,1,23.8,268.4,False,False,True,False,False,0
35,64.8,1.57,186.0,169.0,72.0,0.25,30.6,2.8,2,0,26.3,131.0,True,True,False,False,False,0
19,68.9,1.61,190.0,151.0,79.0,0.6,27.4,3.0,3,0,26.5,187.7,True,False,False,False,False,0
46,64.4,1.88,176.0,137.0,63.0,1.1,18.0,3.3,7,2,18.2,324.7,True,False,False,False,False,1
30,83.1,1.64,195.0,160.0,76.0,0.65,30.0,3.3,3,0,30.9,228.8,False,False,False,True,False,0
21,74.7,1.8,205.0,164.0,68.0,0.8,16.4,3.4,4,2,23.0,251.3,True,False,False,True,False,0
59,71.4,1.63,161.0,127.0,66.0,0.61,15.7,2.7,5,2,26.8,195.8,True,False,False,False,False,2
27,84.2,1.77,186.0,140.0,55.0,1.01,20.4,3.7,5,2,26.9,386.3,False,False,False,False,False,1
48,56.4,1.77,171.0,143.0,59.0,0.97,23.0,4.0,5,2,18.0,328.2,False,False,True,False,False,1
58,67.4,1.78,155.0,130.0,74.0,0.79,25.3,3.7,5,2,21.4,220.9,True,False,False,True,False,2
25,80.8,1.72,201.0,182.0,72.0,0.68,24.0,3.4,5,1,27.4,445.1,True,True,False,False,False,0
20,80.1,1.82,202.0,180.0,55.0,0.7,21.0,3.0,5,2,24.2,452.9,True,True,False,False,False,0
26,79.0,1.72,191.0,155.0,70.0,0.71,16.3,3.6,3,1,26.8,236.4,True,False,False,True,False,0
47,83.5,1.85,177.0,163.0,84.0,0.43,22.8,2.0000000000000004,2,0,24.4,289.7,True,True,False,False,False,0
28,66.6,1.52,199.0,169.0,76.0,0.47,31.3,3.7,2,0,28.9,189.3,False,False,True,False,False,0
52,71.9,1.71,172.0,157.0,70.0,0.97,20.0,3.4,5,1,24.5,565.1,True,True,False,False,False,2
54,86.7,1.71,176.0,148.0,66.0,1.01,29.6,4.4,3,0,29.7,522.2,False,False,True,False,False,2
59,50.5,1.59,157.0,142.0,59.0,1.16,17.9,3.6,6,3,20.1,471.3,False,True,False,False,False,1
30,70.9,1.74,195.0,137.0,67.0,0.31,25.7,3.1,3,0,23.5,36.1,True,False,False,False,True,0
53,50.7,1.53,160.0,146.0,69.0,0.55,33.7,2.9,3,0,21.6,224.2,False,True,False,False,False,2
30,66.6,1.61,199.0,179.0,63.0,0.63,15.0,2.5,5,1,25.6,340.0,True,True,False,False,False,0
29,50.1,1.48,195.0,158.0,74.0,1.11,26.4,4.1,5,2,22.9,231.6,False,False,False,True,False,0
54,77.8,1.84,164.0,151.0,74.0,0.77,22.4,2.7,3,1,23.1,486.9,False,True,False,False,False,2
27,58.1,1.66,187.0,161.0,82.0,0.58,24.3,4.1,2,0,21.2,202.8,True,False,True,False,False,0
26,79.7,1.9,191.0,159.0,63.0,0.55,26.0,3.4,3,1,22.2,263.0,True,False,True,False,False,0
24,74.2,1.76,195.0,164.0,71.0,0.84,23.1,4.4,3,1,24.0,374.0,False,False,True,False,False,0
19,53.5,1.72,202.0,167.0,60.0,0.94,24.4,4.0,7,2,18.0,303.2,True,False,True,False,False,1
40,47.3,1.62,180.0,126.0,60.0,0.89,20.9,4.0,6,2,18.0,69.5,True,False,False,False,True,1
56,60.1,1.58,161.0,128.0,67.0,1.05,21.4,3.7,5,2,24.2,286.7,False,False,False,False,False,2
57,54.0,1.73,169.0,141.0,76.0,0.72,32.5,3.8,2,0,18.0,163.0,False,False,False,True,False,2
56,65.0,1.67,156.0,132.0,76.0,0.51,29.5,3.5,3,0,23.2,139.2,False,False,False,True,False,2
38,53.8,1.55,185.0,139.0,55.0,1.51,12.8,3.1,5,3,22.5,367.4,True,False,False,False,False,1
40,61.1,1.53,181.0,155.0,76.0,0.44,19.1,3.5,2,0,26.2,161.8,True,False,True,False,False,0
46,53.5,1.58,174.0,140.0,77.0,0.59,25.9,2.4,2,0,21.3,143.5,True,False,False,False,False,2
31,104.9,1.86,192.0,160.0,62.0,1.03,19.4,4.2,7,2,30.3,652.2,False,False,True,False,False,1
43,98.9,1.9,174.0,142.0,69.0,0.47,24.4,3.0,5,1,27.4,193.9,True,False,False,True,False,2
22,52.1,1.7,194.0,161.0,62.0,0.7,25.7,3.9,4,1,18.0,218.8,False,False,True,False,False,0
48,65.7,1.69,171.0,123.0,64.0,0.78,28.0,3.8,2,0,22.9,84.8,False,False,False,False,True,2
42,81.6,1.65,175.0,153.0,85.0,0.59,27.7,4.0,3,0,30.1,291.0,False,False,True,False,False,2
48,53.4,1.59,171.0,124.0,66.0,1.02,23.4,3.8,6,2,21.2,90.3,False,False,False,False,True,1
37,78.6,1.82,187.0,136.0,73.0,0.32,25.7,3.6,3,0,23.8,41.7,False,False,False,False,True,2
34,103.3,1.87,187.0,147.0,74.0,0.74,21.9,3.0,4,1,29.6,345.7,False,False,False,False,False,0
19,55.3,1.59,201.0,152.0,61.0,0.78,27.2,3.1,6,2,21.8,196.3,False,False,False,False,False,0
42,79.6,1.67,179.0,161.0,61.0,1.07,16.5,3.8,5,3,28.5,685.7,True,True,False,False,False,1
30,54.4,1.64,188.0,145.0,66.0,1.06,22.8,3.0,7,3,20.4,261.4,False,False,False,False,False,1
56,48.3,1.64,169.0,140.0,55.0,1.54,14.1,5.199999999999999,6,3,18.0,443.7,True,False,True,False,False,1
