Unnamed: 0,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal),HR_Reserve_Ratio
9184,37,Male,66.5,1.73,185.0,152.0,76.0,0.78,Strength,27.9,3.5,3,0,22.3,6.0,0.6972477064220184,4.18348623853211,217.0,0.6972477064220184
9185,54,Male,73.6,1.72,173.0,142.0,85.0,0.5,Cardio,18.1,2.6,3,0,25.0,7.0,0.6477272727272727,4.534090909090909,166.9,0.6477272727272727
9186,20,Female,54.0,1.55,205.0,170.0,63.0,1.03,Mixed,30.0,4.3,4,1,22.5,8.0,0.7535211267605634,6.028169014084507,335.3,0.7535211267605634
9187,26,Female,96.8,1.87,194.0,163.0,71.0,0.79,Mixed,19.1,4.2,5,1,27.6,8.0,0.7479674796747967,5.983739837398374,457.6,0.7479674796747967
9188,58,Male,82.4,1.73,154.0,119.0,77.0,1.03,Yoga,24.0,4.0,5,1,27.6,3.0,0.5454545454545454,1.6363636363636362,138.9,0.5454545454545454
9189,56,Female,55.6,1.75,161.0,136.0,78.0,0.69,Strength,28.3,3.4,2,0,18.1,6.0,0.6987951807228916,4.19277108433735,160.9,0.6987951807228916
9190,43,Male,66.2,1.5,182.0,129.0,64.0,0.97,Yoga,11.5,4.0,4,2,29.3,3.0,0.5508474576271186,1.652542372881356,106.1,0.5508474576271186
9191,19,Female,103.5,1.76,201.0,140.0,66.0,0.53,Yoga,34.8,4.2,2,0,33.5,3.0,0.5481481481481482,1.6444444444444444,90.2,0.5481481481481482
9192,40,Male,61.1,1.64,174.0,148.0,73.0,0.76,Mixed,22.0,4.6,4,2,22.6,8.0,0.7425742574257426,5.9405940594059405,275.9,0.7425742574257426
9193,40,Female,56.3,1.55,179.0,161.0,58.0,1.2,HIIT,20.2,3.9,6,3,23.5,9.5,0.8512396694214877,8.086776859504132,546.3,0.8512396694214877
9194,38,Male,72.7,1.58,180.0,145.0,65.0,0.49,Strength,18.7,3.4,4,1,29.0,6.0,0.6956521739130435,4.173913043478261,148.7,0.6956521739130435
9195,33,Female,58.6,1.55,193.0,158.0,76.0,0.5,Strength,32.6,3.4,3,0,24.3,6.0,0.7008547008547008,4.205128205128204,123.2,0.7008547008547008
9196,26,Male,57.8,1.55,191.0,149.0,72.0,0.96,Cardio,10.3,3.4,5,2,24.0,7.0,0.6470588235294118,4.529411764705882,251.3,0.6470588235294118
9197,30,Female,89.8,1.69,192.0,162.0,72.0,0.55,Mixed,21.6,3.8,5,1,31.6,8.0,0.75,6.0,296.3,0.75
9198,45,Male,50.1,1.64,178.0,148.0,58.0,0.89,Mixed,9.6,4.0,7,3,18.6,8.0,0.75,6.0,267.5,0.75
9199,44,Female,61.2,1.71,170.0,139.0,66.0,0.98,Strength,13.6,3.9,5,2,20.8,6.0,0.7019230769230769,4.211538461538462,252.6,0.7019230769230769
9200,34,Female,87.6,1.85,182.0,132.0,71.0,0.51,Yoga,21.0,3.8,4,1,25.7,3.0,0.5495495495495496,1.648648648648649,73.7,0.5495495495495496
9201,55,Male,50.0,1.67,163.0,130.0,68.0,0.38,Cardio,16.8,2.5,4,1,18.0,7.0,0.6526315789473685,4.568421052631579,86.8,0.6526315789473685
9202,53,Female,47.7,1.46,168.0,140.0,75.0,0.7,Strength,25.2,3.3,2,0,22.5,6.0,0.6989247311827957,4.193548387096774,140.0,0.6989247311827957
9203,18,Female,61.6,1.66,199.0,152.0,66.0,0.85,Cardio,25.9,2.5,4,1,22.5,7.0,0.6466165413533834,4.526315789473684,237.0,0.6466165413533834
9204,35,Male,90.2,1.8,178.0,144.0,65.0,0.84,Strength,13.0,3.9,4,1,27.8,6.0,0.6991150442477876,4.1946902654867255,317.8,0.6991150442477876
9205,26,Male,74.8,1.67,189.0,137.0,73.0,0.8,Yoga,15.5,3.6,3,1,26.8,3.0,0.5517241379310345,1.6551724137931034,99.0,0.5517241379310345
9206,30,Male,60.5,1.83,195.0,150.0,68.0,0.89,Cardio,14.0,2.8,5,1,18.0,7.0,0.6456692913385826,4.519685039370079,243.4,0.6456692913385826
9207,57,Male,63.2,1.73,173.0,157.0,65.0,0.87,HIIT,16.0,3.5,4,2,21.2,9.5,0.8518518518518519,8.092592592592593,445.0,0.8518518518518519
9208,32,Female,47.5,1.5,190.0,136.0,71.0,0.43,Yoga,25.6,3.1,3,0,21.2,3.0,0.5462184873949579,1.638655462184874,33.5,0.5462184873949579
9209,21,Female,66.1,1.69,204.0,171.0,72.0,1.03,Mixed,26.8,3.9,3,0,23.1,8.0,0.75,6.0,408.5,0.75
9210,50,Female,57.3,1.71,172.0,157.0,73.0,0.69,HIIT,30.7,3.6,2,0,19.6,9.5,0.8484848484848485,8.06060606060606,318.7,0.8484848484848485
9211,41,Male,82.5,1.79,182.0,140.0,62.0,0.85,Cardio,12.8,2.9,4,2,25.8,7.0,0.65,4.55,319.1,0.65
9212,53,Female,73.6,1.86,171.0,156.0,73.0,0.76,HIIT,27.7,3.4,3,0,21.2,9.5,0.8469387755102041,8.045918367346939,450.1,0.8469387755102041
9213,58,Female,82.6,1.77,165.0,134.0,76.0,0.63,Cardio,26.0,3.1,2,0,26.4,7.0,0.651685393258427,4.561797752808989,237.4,0.651685393258427
9214,27,Male,71.3,1.72,195.0,144.0,82.0,0.53,Yoga,29.0,3.9,3,0,24.0,3.0,0.5486725663716814,1.646017699115044,62.2,0.5486725663716814
9215,53,Female,61.4,1.75,168.0,144.0,74.0,0.75,Mixed,25.2,4.2,3,1,20.1,8.0,0.7446808510638298,5.957446808510638,274.3,0.7446808510638298
9216,37,Female,81.8,1.66,181.0,142.0,68.0,0.57,Cardio,25.8,3.2,5,1,29.6,7.0,0.6548672566371682,4.5840707964601775,213.7,0.6548672566371682
9217,58,Male,69.8,1.53,165.0,132.0,72.0,0.52,Cardio,26.4,2.1,3,0,29.7,7.0,0.6451612903225806,4.516129032258064,163.9,0.6451612903225806
9218,28,Female,71.4,1.68,194.0,160.0,61.0,0.83,Mixed,17.2,4.8,5,1,25.2,8.0,0.7443609022556391,5.954887218045113,352.9,0.7443609022556391
9219,29,Male,67.9,1.72,186.0,149.0,62.0,1.18,Strength,21.9,4.0,4,2,23.0,6.0,0.7016129032258065,4.209677419354839,337.3,0.7016129032258065
9220,35,Male,48.1,1.56,191.0,171.0,60.0,0.83,HIIT,12.9,2.9,6,2,19.8,9.5,0.8473282442748091,8.049618320610687,321.4,0.8473282442748091
9221,47,Female,92.9,1.81,178.0,147.0,75.0,0.72,Strength,30.7,3.7,2,0,28.3,6.0,0.6990291262135923,4.194174757281553,280.5,0.6990291262135923
9222,54,Female,86.5,1.78,167.0,153.0,73.0,1.06,HIIT,23.0,3.6,6,2,27.3,9.5,0.851063829787234,8.085106382978724,741.3,0.851063829787234
9223,37,Female,49.4,1.54,189.0,172.0,73.0,0.89,HIIT,21.8,3.2,2,0,20.7,9.5,0.853448275862069,8.107758620689655,356.5,0.853448275862069
9224,42,Male,70.1,1.82,182.0,163.0,58.0,1.0,HIIT,14.0,3.0,4,2,21.3,9.5,0.8467741935483871,8.044354838709678,563.9,0.8467741935483871
9225,29,Male,70.2,1.65,189.0,158.0,64.0,1.13,Mixed,9.0,4.2,7,2,25.8,8.0,0.752,6.016,477.2,0.752
9226,38,Female,49.5,1.6,173.0,147.0,68.0,0.94,Mixed,25.6,4.7,4,1,19.3,8.0,0.7523809523809524,6.019047619047619,280.1,0.7523809523809524
9227,42,Female,68.7,1.79,169.0,138.0,81.0,0.46,Cardio,36.3,2.3,2,0,21.5,7.0,0.6477272727272727,4.534090909090909,143.3,0.6477272727272727
9228,28,Male,55.7,1.67,198.0,163.0,56.0,0.88,Mixed,17.5,4.2,7,2,19.8,8.0,0.7535211267605634,6.028169014084507,295.5,0.7535211267605634
9229,26,Female,69.8,1.87,194.0,175.0,70.0,0.39,HIIT,28.7,2.7,2,0,20.0,9.5,0.8467741935483871,8.044354838709678,219.0,0.8467741935483871
9230,42,Female,53.7,1.59,176.0,126.0,64.0,1.02,Yoga,19.9,3.8,7,3,21.1,3.0,0.5535714285714286,1.6607142857142858,91.0,0.5535714285714286
9231,52,Male,62.7,1.51,165.0,127.0,57.0,0.96,Cardio,18.1,3.2,7,2,27.6,7.0,0.6481481481481481,4.537037037037037,273.1,0.6481481481481481
9232,49,Female,49.1,1.65,171.0,135.0,68.0,1.04,Cardio,18.7,3.3,5,2,18.0,7.0,0.6504854368932039,4.553398058252427,232.5,0.6504854368932039
9233,31,Female,79.6,1.76,194.0,161.0,62.0,1.29,Mixed,22.9,4.8,6,2,25.7,8.0,0.75,6.0,616.1,0.75
9234,18,Female,63.1,1.59,198.0,180.0,80.0,0.56,HIIT,25.3,3.1,2,0,25.0,9.5,0.847457627118644,8.050847457627118,284.5,0.847457627118644
9235,34,Female,66.7,1.55,186.0,129.0,60.0,0.87,Yoga,17.7,4.3,7,3,27.9,3.0,0.5476190476190477,1.642857142857143,95.3,0.5476190476190477
9236,42,Male,72.6,1.7,191.0,158.0,59.0,1.41,Mixed,12.2,4.5,7,3,25.0,8.0,0.75,6.0,614.2,0.75
9237,25,Male,52.9,1.53,204.0,158.0,73.0,1.01,Cardio,16.4,3.5,5,1,22.5,7.0,0.648854961832061,4.541984732824427,242.7,0.648854961832061
9238,22,Male,60.7,1.71,187.0,150.0,65.0,0.92,Strength,15.9,3.7,5,2,20.7,6.0,0.6967213114754098,4.1803278688524586,233.4,0.6967213114754098
9239,22,Male,75.8,1.65,189.0,156.0,59.0,0.7,Mixed,12.1,3.9,7,2,28.0,8.0,0.7461538461538462,5.969230769230769,316.7,0.7461538461538462
9240,58,Female,77.7,1.73,171.0,133.0,62.0,0.99,Cardio,19.1,3.1,6,2,26.0,7.0,0.6513761467889908,4.559633027522936,350.7,0.6513761467889908
9241,52,Female,52.4,1.54,172.0,136.0,67.0,0.51,Cardio,21.2,2.9,3,0,22.0,7.0,0.6571428571428571,4.6,122.9,0.6571428571428571
9242,36,Female,90.5,1.81,184.0,149.0,66.0,1.03,Strength,27.0,4.2,5,1,27.6,6.0,0.7033898305084746,4.220338983050848,393.4,0.7033898305084746
9243,40,Female,61.3,1.66,183.0,125.0,55.0,1.45,Yoga,20.4,4.4,6,2,22.2,3.0,0.546875,1.640625,145.8,0.546875
9244,26,Male,74.0,1.76,192.0,163.0,77.0,1.06,Mixed,13.9,4.8,6,2,24.0,8.0,0.7478260869565218,5.982608695652174,469.3,0.7478260869565218
9245,47,Female,68.1,1.78,170.0,140.0,70.0,0.89,Strength,19.0,3.4,5,1,21.6,6.0,0.7,4.199999999999999,254.6,0.7
9246,33,Female,64.0,1.56,191.0,149.0,73.0,0.88,Cardio,22.8,3.0,4,1,26.1,7.0,0.6440677966101694,4.508474576271186,253.9,0.6440677966101694
9247,50,Male,62.6,1.77,170.0,141.0,56.0,1.25,Mixed,12.0,4.2,7,3,20.0,8.0,0.7456140350877193,5.964912280701754,466.8,0.7456140350877193
9248,19,Male,53.9,1.54,205.0,159.0,73.0,0.52,Cardio,20.2,2.6,3,1,22.8,7.0,0.6515151515151515,4.5606060606060606,127.8,0.6515151515151515
9249,31,Male,50.9,1.54,186.0,151.0,69.0,0.84,Strength,17.8,3.2,5,2,21.4,6.0,0.7008547008547008,4.205128205128204,179.8,0.7008547008547008
9250,18,Female,88.2,1.88,205.0,185.0,75.0,0.77,HIIT,23.5,3.8,3,1,25.1,9.5,0.8461538461538461,8.038461538461538,545.9,0.8461538461538461
9251,43,Male,82.0,1.79,179.0,163.0,75.0,0.56,HIIT,29.8,3.3,2,0,25.6,9.5,0.8461538461538461,8.038461538461538,369.1,0.8461538461538461
9252,42,Female,69.8,1.89,171.0,157.0,75.0,0.85,HIIT,17.8,3.5,4,1,19.6,9.5,0.8541666666666666,8.114583333333332,481.4,0.8541666666666666
9253,33,Female,69.2,1.64,194.0,175.0,62.0,0.92,HIIT,23.0,3.7,4,2,25.6,9.5,0.8560606060606061,8.132575757575758,517.8,0.8560606060606061
9254,32,Male,51.7,1.69,181.0,151.0,62.0,0.88,Mixed,12.2,4.9,7,3,18.1,8.0,0.7478991596638656,5.983193277310924,272.2,0.7478991596638656
9255,43,Male,98.4,1.73,184.0,167.0,75.0,0.63,HIIT,24.3,3.4,2,0,32.8,9.5,0.8440366972477065,8.018348623853212,497.1,0.8440366972477065
9256,33,Male,61.9,1.68,189.0,169.0,55.0,1.51,HIIT,9.2,4.0,7,3,22.0,9.5,0.8507462686567164,8.082089552238806,755.4,0.8507462686567164
9257,31,Female,72.7,1.61,192.0,159.0,61.0,0.69,Mixed,32.3,3.5,4,1,28.2,8.0,0.7480916030534351,5.984732824427481,300.2,0.7480916030534351
9258,46,Female,62.7,1.59,172.0,142.0,74.0,0.68,Strength,34.4,3.6,2,0,24.8,6.0,0.6938775510204082,4.163265306122449,177.5,0.6938775510204082
9259,41,Female,72.3,1.7,177.0,126.0,64.0,1.32,Yoga,23.4,4.9,7,2,25.0,3.0,0.5486725663716814,1.646017699115044,157.1,0.5486725663716814
9260,32,Male,47.9,1.57,188.0,154.0,74.0,1.03,Strength,18.4,4.0,3,0,19.3,6.0,0.7017543859649122,4.2105263157894735,207.7,0.7017543859649122
9261,36,Female,67.5,1.57,178.0,149.0,65.0,1.09,Mixed,17.4,4.8,6,3,27.4,8.0,0.7433628318584071,5.946902654867257,437.5,0.7433628318584071
9262,25,Female,71.5,1.72,198.0,163.0,82.0,0.71,Strength,26.1,3.4,3,0,24.2,6.0,0.6982758620689655,4.189655172413794,212.7,0.6982758620689655
9263,51,Female,72.2,1.67,167.0,152.0,68.0,0.84,HIIT,21.2,3.3,4,2,25.9,9.5,0.8484848484848485,8.06060606060606,488.9,0.8484848484848485
9264,19,Female,74.4,1.77,190.0,174.0,78.0,0.65,HIIT,24.7,2.9,3,0,23.6,9.5,0.8571428571428571,8.142857142857142,393.8,0.8571428571428571
9265,44,Male,65.7,1.64,185.0,158.0,75.0,0.42,Mixed,29.7,3.6,2,0,24.5,8.0,0.7545454545454545,6.036363636363636,166.6,0.7545454545454545
9266,27,Female,53.8,1.62,194.0,141.0,76.0,0.55,Yoga,31.1,3.9,3,0,20.5,3.0,0.5508474576271186,1.652542372881356,48.9,0.5508474576271186
9267,52,Male,69.4,1.72,170.0,155.0,72.0,1.15,HIIT,17.5,3.9,4,1,23.4,9.5,0.8469387755102041,8.045918367346939,642.1,0.8469387755102041
9268,40,Male,57.1,1.6,177.0,129.0,71.0,1.12,Yoga,25.6,3.8,5,1,22.3,3.0,0.5471698113207547,1.641509433962264,105.0,0.5471698113207547
9269,25,Female,55.2,1.61,197.0,179.0,78.0,0.85,HIIT,23.8,2.9,2,0,21.2,9.5,0.8487394957983193,8.063025210084033,378.3,0.8487394957983193
9270,45,Female,64.3,1.62,179.0,153.0,75.0,0.6,Mixed,35.3,4.0,3,0,24.5,8.0,0.75,6.0,231.5,0.75
9271,40,Male,70.1,1.66,173.0,136.0,68.0,0.98,Cardio,23.3,3.3,4,1,25.5,7.0,0.6476190476190476,4.533333333333333,311.4,0.6476190476190476
9272,21,Female,86.2,1.86,202.0,155.0,66.0,1.24,Cardio,20.8,3.1,5,2,25.0,7.0,0.6544117647058824,4.580882352941177,489.6,0.6544117647058824
9273,31,Male,56.1,1.54,184.0,128.0,59.0,1.26,Yoga,9.7,4.5,7,3,23.6,3.0,0.552,1.656,117.1,0.552
9274,59,Female,84.0,1.81,155.0,135.0,77.0,0.47,Mixed,23.7,3.4,4,1,25.6,8.0,0.7435897435897436,5.948717948717949,234.9,0.7435897435897436
9275,46,Female,76.8,1.75,170.0,134.0,68.0,0.73,Cardio,29.0,3.1,3,1,25.0,7.0,0.6470588235294118,4.529411764705882,253.9,0.6470588235294118
9276,18,Male,82.3,1.84,205.0,146.0,74.0,1.02,Yoga,11.7,4.5,7,3,24.4,3.0,0.549618320610687,1.6488549618320612,138.4,0.549618320610687
9277,21,Female,89.0,1.9,203.0,183.0,68.0,1.1,HIIT,15.8,3.9,7,3,24.7,9.5,0.8518518518518519,8.092592592592593,792.3,0.8518518518518519
9278,49,Male,95.5,1.82,171.0,156.0,69.0,0.26,HIIT,22.7,2.3,2,0,28.7,9.5,0.8529411764705882,8.102941176470589,201.2,0.8529411764705882
9279,50,Male,60.3,1.77,179.0,148.0,76.0,0.56,Strength,22.5,3.0,5,1,19.2,6.0,0.6990291262135923,4.194174757281553,141.6,0.6990291262135923
9280,43,Female,54.5,1.55,172.0,145.0,64.0,0.66,Mixed,14.4,4.3,5,2,22.7,8.0,0.75,6.0,215.8,0.75
9281,34,Male,61.8,1.56,181.0,141.0,68.0,1.11,Cardio,21.4,3.6,7,2,25.4,7.0,0.6460176991150443,4.522123893805309,310.2,0.6460176991150443
9282,56,Female,53.0,1.72,159.0,146.0,73.0,1.47,HIIT,17.3,3.8,7,2,18.0,9.5,0.8488372093023255,8.063953488372093,628.3,0.8488372093023255
9283,40,Female,67.3,1.51,189.0,146.0,66.0,0.5,Cardio,24.2,2.4,3,1,29.5,7.0,0.6504065040650406,4.5528455284552845,153.2,0.6504065040650406
9284,49,Female,75.9,1.74,175.0,127.0,68.0,0.87,Yoga,26.1,3.8,3,1,25.0,3.0,0.5514018691588785,1.6542056074766354,109.2,0.5514018691588785
9285,32,Male,59.8,1.47,184.0,144.0,69.0,0.86,Cardio,22.8,2.8,6,2,27.8,7.0,0.6521739130434783,4.565217391304348,234.8,0.6521739130434783
9286,30,Female,91.8,1.8,187.0,136.0,73.0,0.71,Yoga,30.7,3.7,2,0,28.5,3.0,0.5526315789473685,1.6578947368421053,108.1,0.5526315789473685
9287,19,Female,69.6,1.65,202.0,167.0,59.0,0.82,Mixed,19.0,3.9,3,1,25.6,8.0,0.7552447552447552,6.041958041958042,344.8,0.7552447552447552
9288,36,Male,51.6,1.69,178.0,147.0,75.0,0.74,Strength,25.5,3.4,5,1,18.0,6.0,0.6990291262135923,4.194174757281553,160.2,0.6990291262135923
9289,41,Male,63.4,1.61,178.0,161.0,67.0,1.01,HIIT,8.0,3.0,4,2,24.6,9.5,0.8468468468468469,8.045045045045045,515.2,0.8468468468468469
9290,41,Male,55.2,1.49,174.0,158.0,70.0,0.63,HIIT,19.6,3.3,3,1,24.8,9.5,0.8461538461538461,8.038461538461538,279.5,0.8461538461538461
9291,28,Male,63.9,1.8,192.0,174.0,71.0,0.91,HIIT,20.5,3.9,4,1,19.7,9.5,0.8512396694214877,8.086776859504132,470.2,0.8512396694214877
9292,39,Female,59.2,1.81,185.0,140.0,85.0,0.93,Yoga,23.4,4.4,3,0,18.0,3.0,0.55,1.65,90.8,0.55
9293,32,Female,69.9,1.64,197.0,178.0,70.0,1.32,HIIT,13.9,3.7,5,2,25.8,9.5,0.8503937007874016,8.078740157480315,745.4,0.8503937007874016
9294,27,Female,57.9,1.75,185.0,154.0,61.0,1.0,Mixed,23.5,4.4,5,2,19.0,8.0,0.75,6.0,347.4,0.75
9295,58,Female,86.8,1.64,165.0,130.0,66.0,1.17,Cardio,16.7,3.6,7,2,32.2,7.0,0.6464646464646465,4.525252525252526,459.6,0.6464646464646465
9296,44,Male,73.2,1.71,179.0,135.0,81.0,0.51,Yoga,21.6,3.3,2,0,25.1,3.0,0.5510204081632653,1.6530612244897958,61.7,0.5510204081632653
9297,26,Male,90.7,1.76,193.0,158.0,76.0,0.85,Strength,20.4,3.6,4,1,29.4,6.0,0.7008547008547008,4.205128205128204,324.2,0.7008547008547008
9298,45,Female,72.7,1.74,172.0,141.0,67.0,0.6,Strength,25.3,3.0,3,0,24.1,6.0,0.7047619047619048,4.228571428571429,184.5,0.7047619047619048
9299,18,Male,88.9,1.81,199.0,158.0,62.0,1.02,Strength,16.6,3.8,5,2,27.0,6.0,0.7007299270072993,4.204379562043796,381.2,0.7007299270072993
9300,34,Male,72.6,1.73,177.0,139.0,69.0,0.68,Cardio,31.2,2.9,2,0,24.2,7.0,0.6481481481481481,4.537037037037037,224.0,0.6481481481481481
9301,48,Male,79.4,1.68,176.0,138.0,68.0,1.1,Cardio,15.8,3.4,6,2,28.0,7.0,0.6481481481481481,4.537037037037037,396.3,0.6481481481481481
9302,27,Male,46.3,1.6,189.0,171.0,70.0,0.73,HIIT,23.8,3.4,2,0,18.0,9.5,0.8487394957983193,8.063025210084033,272.5,0.8487394957983193
9303,54,Male,73.4,1.63,158.0,130.0,78.0,0.7,Cardio,26.6,3.0,4,1,27.6,7.0,0.65,4.55,233.8,0.65
9304,46,Female,82.7,1.76,176.0,161.0,81.0,0.67,HIIT,27.8,3.2,2,0,26.7,9.5,0.8421052631578947,8.0,443.3,0.8421052631578947
9305,35,Female,54.7,1.53,187.0,157.0,69.0,0.76,Mixed,27.2,4.6,3,1,23.4,8.0,0.7457627118644068,5.966101694915254,248.0,0.7457627118644068
9306,55,Male,71.7,1.79,169.0,132.0,64.0,0.83,Cardio,21.3,3.2,5,1,22.4,7.0,0.6476190476190476,4.533333333333333,269.8,0.6476190476190476
9307,56,Male,62.2,1.65,173.0,146.0,66.0,0.7,Mixed,17.7,4.0,3,1,22.8,8.0,0.7476635514018691,5.981308411214953,260.4,0.7476635514018691
9308,23,Female,64.2,1.6,197.0,161.0,77.0,0.56,Strength,21.8,3.1,3,0,25.1,6.0,0.7,4.199999999999999,151.0,0.7
9309,57,Female,71.1,1.57,162.0,141.0,79.0,0.25,Mixed,27.9,3.1,3,0,28.9,8.0,0.7469879518072289,5.975903614457831,106.2,0.7469879518072289
9310,29,Male,66.8,1.75,189.0,152.0,65.0,1.28,Strength,18.4,4.1,7,2,21.9,6.0,0.7016129032258065,4.209677419354839,359.9,0.7016129032258065
9311,31,Male,50.7,1.68,188.0,168.0,55.0,1.13,HIIT,16.8,4.2,7,3,18.0,9.5,0.849624060150376,8.071428571428571,462.4,0.849624060150376
9312,27,Male,104.9,1.84,189.0,135.0,68.0,1.28,Yoga,16.0,4.7,6,2,33.9,3.0,0.5537190082644629,1.6611570247933884,244.1,0.5537190082644629
9313,37,Female,64.4,1.55,181.0,149.0,55.0,1.21,Mixed,19.4,5.199999999999999,7,3,26.7,8.0,0.746031746031746,5.968253968253968,465.1,0.746031746031746
9314,32,Male,59.0,1.62,184.0,126.0,55.0,1.23,Yoga,11.0,4.4,7,3,22.4,3.0,0.5503875968992248,1.6511627906976742,119.8,0.5503875968992248
9315,48,Male,80.3,1.67,167.0,125.0,75.0,1.16,Yoga,17.4,4.4,4,1,28.8,3.0,0.5434782608695652,1.6304347826086956,151.9,0.5434782608695652
9316,24,Male,71.4,1.6,205.0,183.0,59.0,1.23,HIIT,16.3,3.4,7,2,27.7,9.5,0.8493150684931506,8.068493150684931,708.6,0.8493150684931506
9317,58,Male,73.3,1.68,169.0,140.0,71.0,0.42,Strength,22.9,3.0,4,1,26.0,6.0,0.7040816326530612,4.224489795918368,130.1,0.7040816326530612
9318,27,Male,64.7,1.71,184.0,141.0,60.0,1.51,Cardio,15.1,3.3,7,3,22.1,7.0,0.6532258064516129,4.57258064516129,446.7,0.6532258064516129
9319,27,Male,79.7,1.73,195.0,175.0,66.0,0.57,HIIT,26.1,3.3,3,1,26.7,9.5,0.8449612403100775,8.027131782945736,364.7,0.8449612403100775
9320,56,Male,95.0,1.83,164.0,120.0,66.0,1.07,Yoga,18.5,4.2,7,2,28.4,3.0,0.5510204081632653,1.6530612244897958,168.0,0.5510204081632653
9321,45,Male,43.2,1.55,176.0,140.0,72.0,0.81,Cardio,31.3,2.6,2,0,18.0,7.0,0.6538461538461539,4.576923076923077,160.2,0.6538461538461539
9322,47,Female,73.1,1.71,166.0,132.0,70.0,0.84,Cardio,28.1,3.0,3,1,24.9,7.0,0.6458333333333334,4.520833333333334,277.6,0.6458333333333334
9323,54,Female,65.7,1.62,157.0,129.0,63.0,0.8,Strength,13.2,3.5,5,2,25.2,6.0,0.7021276595744681,4.212765957446809,221.4,0.7021276595744681
9324,20,Female,74.4,1.72,200.0,142.0,72.0,0.75,Yoga,32.0,4.0,3,0,25.1,3.0,0.546875,1.640625,91.5,0.546875
9325,32,Male,71.8,1.72,186.0,169.0,72.0,0.59,HIIT,29.3,3.6,2,0,24.2,9.5,0.8508771929824561,8.083333333333334,342.4,0.8508771929824561
9326,38,Female,71.9,1.58,179.0,144.0,61.0,1.31,Strength,21.9,4.0,6,2,28.7,6.0,0.7033898305084746,4.220338983050848,397.5,0.7033898305084746
9327,54,Female,58.5,1.59,165.0,152.0,79.0,0.71,HIIT,29.4,3.1,2,0,23.2,9.5,0.8488372093023255,8.063953488372093,334.9,0.8488372093023255
9328,29,Female,71.9,1.73,194.0,162.0,68.0,0.91,Mixed,24.7,4.1,4,1,24.0,8.0,0.746031746031746,5.968253968253968,390.5,0.746031746031746
9329,21,Female,71.5,1.68,203.0,141.0,64.0,0.92,Yoga,19.5,4.2,5,1,25.3,3.0,0.5539568345323741,1.6618705035971222,109.3,0.5539568345323741
9330,26,Female,64.0,1.66,189.0,137.0,73.0,0.79,Yoga,21.9,3.5,3,0,23.3,3.0,0.5517241379310345,1.6551724137931034,83.7,0.5517241379310345
9331,56,Male,56.3,1.75,160.0,133.0,72.0,0.59,Strength,21.4,3.2,3,0,18.5,6.0,0.6931818181818182,4.159090909090909,138.2,0.6931818181818182
9332,59,Female,76.4,1.75,162.0,146.0,58.0,1.4,HIIT,23.1,4.5,5,3,24.9,9.5,0.8461538461538461,8.038461538461538,859.8,0.8461538461538461
9333,45,Male,65.9,1.63,181.0,145.0,79.0,1.07,Cardio,30.2,3.6,3,0,24.9,7.0,0.6470588235294118,4.529411764705882,319.4,0.6470588235294118
9334,40,Male,57.3,1.59,179.0,147.0,72.0,0.89,Strength,26.0,3.5,3,0,22.5,6.0,0.7009345794392523,4.205607476635514,214.5,0.7009345794392523
9335,57,Female,56.7,1.55,164.0,123.0,73.0,0.71,Yoga,28.5,3.8,2,0,23.5,3.0,0.5494505494505495,1.6483516483516485,66.4,0.5494505494505495
9336,39,Male,51.0,1.68,174.0,131.0,78.0,0.61,Yoga,30.1,3.6,3,0,18.0,3.0,0.5520833333333334,1.65625,51.5,0.5520833333333334
9337,41,Female,68.2,1.54,168.0,134.0,72.0,0.75,Cardio,24.0,3.1,3,1,28.8,7.0,0.6458333333333334,4.520833333333334,231.2,0.6458333333333334
9338,43,Male,78.8,1.69,189.0,171.0,72.0,0.53,HIIT,35.3,3.6,3,0,27.6,9.5,0.8461538461538461,8.038461538461538,335.7,0.8461538461538461
9339,47,Male,60.5,1.8,174.0,130.0,75.0,1.0,Yoga,20.8,4.1,3,1,18.6,3.0,0.5555555555555556,1.6666666666666667,100.8,0.5555555555555556
9340,50,Female,57.6,1.64,165.0,136.0,70.0,0.95,Strength,21.6,3.3,5,2,21.3,6.0,0.6947368421052632,4.16842105263158,228.1,0.6947368421052632
9341,33,Male,78.8,1.63,176.0,161.0,74.0,0.76,HIIT,16.6,3.4,3,1,29.8,9.5,0.8529411764705882,8.102941176470589,485.3,0.8529411764705882
9342,39,Male,68.5,1.88,188.0,171.0,72.0,0.43,HIIT,16.8,2.2,4,1,19.4,9.5,0.853448275862069,8.107758620689655,238.8,0.853448275862069
9343,35,Male,86.9,1.83,180.0,128.0,64.0,1.2,Yoga,18.9,4.1,7,2,25.9,3.0,0.5517241379310345,1.6551724137931034,172.6,0.5517241379310345
9344,24,Male,56.7,1.6,191.0,157.0,55.0,1.34,Mixed,16.5,4.5,5,3,22.0,8.0,0.75,6.0,455.9,0.75
9345,43,Male,73.6,1.69,173.0,140.0,63.0,0.91,Strength,17.3,3.8,5,1,25.6,6.0,0.7,4.199999999999999,281.3,0.7
